Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Master Merchants,Chrome 114.0.0.0,,,2023-07-05 11:04:06,2023-07-05 11:04:52,46.614s,PASSED
,,,,,,,
Test Cases/Master Merchants/Beranda,Chrome 114.0.0.0,,,2023-07-05 11:04:06,2023-07-05 11:04:28,21.824s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-05 11:04:06,2023-07-05 11:04:10,3.088s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-05 11:04:10,2023-07-05 11:04:10,0.043s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-05 11:04:10,2023-07-05 11:04:11,1.391s,PASSED
"setText(findTestObject(""Object Repository/Master Merchants/Beranda/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-05 11:04:11,2023-07-05 11:04:12,1.080s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Master Merchants/Beranda/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-05 11:04:12,2023-07-05 11:04:13,0.536s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/button_Login""))",Chrome 114.0.0.0,,,2023-07-05 11:04:13,2023-07-05 11:04:13,0.539s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_Master""))",Chrome 114.0.0.0,,,2023-07-05 11:04:13,2023-07-05 11:04:16,2.477s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_Merchants""))",Chrome 114.0.0.0,,,2023-07-05 11:04:16,2023-07-05 11:04:16,0.781s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_2""))",Chrome 114.0.0.0,,,2023-07-05 11:04:16,2023-07-05 11:04:20,3.273s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_Previous""))",Chrome 114.0.0.0,,,2023-07-05 11:04:20,2023-07-05 11:04:20,0.495s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_Next""))",Chrome 114.0.0.0,,,2023-07-05 11:04:20,2023-07-05 11:04:21,0.493s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/button_Hapus""))",Chrome 114.0.0.0,,,2023-07-05 11:04:21,2023-07-05 11:04:21,0.509s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/button_No""))",Chrome 114.0.0.0,,,2023-07-05 11:04:21,2023-07-05 11:04:22,0.481s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/button_Hapus""))",Chrome 114.0.0.0,,,2023-07-05 11:04:22,2023-07-05 11:04:22,0.715s,PASSED
