Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Master Kategori Toko,Chrome 114.0.0.0,,,2023-07-10 14:52:22,2023-07-10 14:54:27,2m - 4.597s,FAILED
,,,,,,,
Test Cases/Master Kategori Toko/Beranda,Chrome 114.0.0.0,,,2023-07-10 14:52:23,2023-07-10 14:52:40,17.532s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-10 14:52:23,2023-07-10 14:52:27,3.655s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-10 14:52:27,2023-07-10 14:52:27,0.046s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-10 14:52:27,2023-07-10 14:52:28,1.123s,PASSED
"setText(findTestObject(""Object Repository/Master Kategori Toko/Beranda/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-10 14:52:28,2023-07-10 14:52:29,1.215s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Master Kategori Toko/Beranda/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-10 14:52:29,2023-07-10 14:52:30,0.560s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/button_Login""))",Chrome 114.0.0.0,,,2023-07-10 14:52:30,2023-07-10 14:52:31,0.679s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_Master""))",Chrome 114.0.0.0,,,2023-07-10 14:52:31,2023-07-10 14:52:33,2.166s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_Kategori Toko""))",Chrome 114.0.0.0,,,2023-07-10 14:52:33,2023-07-10 14:52:34,0.991s,PASSED
"getText(findTestObject(""Object Repository/Master Kategori Toko/Beranda/div_List Kategori Toko BliCicil Admin as   _2278a0""))",Chrome 114.0.0.0,,,2023-07-10 14:52:34,2023-07-10 14:52:35,0.968s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_2""))",Chrome 114.0.0.0,,,2023-07-10 14:52:35,2023-07-10 14:52:35,0.463s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_Previous""))",Chrome 114.0.0.0,,,2023-07-10 14:52:35,2023-07-10 14:52:36,0.534s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_Next""))",Chrome 114.0.0.0,,,2023-07-10 14:52:36,2023-07-10 14:52:36,0.494s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_1""))",Chrome 114.0.0.0,,,2023-07-10 14:52:36,2023-07-10 14:52:37,0.471s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/button_Hapus""))",Chrome 114.0.0.0,,,2023-07-10 14:52:37,2023-07-10 14:52:37,0.491s,PASSED
"getText(findTestObject(""Object Repository/Master Kategori Toko/Beranda/div_Are you sure want to delete Panasonic R_24412a""))",Chrome 114.0.0.0,,,2023-07-10 14:52:37,2023-07-10 14:52:38,0.467s,PASSED
"click(findTestObject(""Master Kategori Toko/Beranda/button_No""))",Chrome 114.0.0.0,,,2023-07-10 14:52:38,2023-07-10 14:52:38,0.359s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/button_Hapus""))",Chrome 114.0.0.0,,,2023-07-10 14:52:38,2023-07-10 14:52:39,0.689s,PASSED
"getText(findTestObject(""Object Repository/Master Kategori Toko/Beranda/div_Are you sure want to delete Panasonic R_24412a""))",Chrome 114.0.0.0,,,2023-07-10 14:52:39,2023-07-10 14:52:39,0.445s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/button_Yes""))",Chrome 114.0.0.0,,,2023-07-10 14:52:39,2023-07-10 14:52:40,0.372s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-10 14:52:40,2023-07-10 14:52:40,0.743s,PASSED
,,,,,,,
Test Cases/Master Kategori Toko/Add Success,Chrome 114.0.0.0,,,2023-07-10 14:52:40,2023-07-10 14:53:32,51.287s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-10 14:52:41,2023-07-10 14:52:43,1.813s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-10 14:52:43,2023-07-10 14:52:43,0.023s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-10 14:52:43,2023-07-10 14:52:44,0.873s,PASSED
"setText(findTestObject(""Object Repository/Master Kategori Toko/Add Success/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-10 14:52:44,2023-07-10 14:52:45,1.213s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Master Kategori Toko/Add Success/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-10 14:52:45,2023-07-10 14:52:45,0.568s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Add Success/button_Login""))",Chrome 114.0.0.0,,,2023-07-10 14:52:45,2023-07-10 14:52:46,0.522s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Add Success/a_Master""))",Chrome 114.0.0.0,,,2023-07-10 14:52:46,2023-07-10 14:52:48,1.981s,PASSED
"click(findTestObject(""Master Kategori Toko/Add Success/a_Kategori Toko""))",Chrome 114.0.0.0,,,2023-07-10 14:52:48,2023-07-10 14:52:49,0.895s,PASSED
"click(findTestObject(""Master Kategori Toko/Add Success/a_New Kategori Toko""))",Chrome 114.0.0.0,,,2023-07-10 14:52:49,2023-07-10 14:52:50,1.334s,PASSED
"selectOptionByValue(findTestObject(""Master Kategori Toko/Add Success/Pilih toko""), toko, true)",Chrome 114.0.0.0,,,2023-07-10 14:52:50,2023-07-10 14:53:27,36.605s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Add Success/div_--Pilih Kategori--""))",Chrome 114.0.0.0,,,2023-07-10 14:53:27,2023-07-10 14:53:27,0.396s,PASSED
