Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
FAQ,Chrome 114.0.0.0,,,2023-07-14 15:09:13,2023-07-14 15:10:30,1m - 17.498s,PASSED
,,,,,,,
Test Cases/FAQS/Beranda,Chrome 114.0.0.0,,,2023-07-14 15:09:13,2023-07-14 15:09:34,21.390s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-14 15:09:13,2023-07-14 15:09:16,2.241s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-14 15:09:16,2023-07-14 15:09:16,0.041s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-14 15:09:16,2023-07-14 15:09:16,0.699s,PASSED
"setText(findTestObject(""Object Repository/FAQS/Beranda/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-14 15:09:16,2023-07-14 15:09:17,0.844s,PASSED
"setEncryptedText(findTestObject(""Object Repository/FAQS/Beranda/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-14 15:09:17,2023-07-14 15:09:18,0.409s,PASSED
"click(findTestObject(""Object Repository/FAQS/Beranda/button_Login""))",Chrome 114.0.0.0,,,2023-07-14 15:09:18,2023-07-14 15:09:18,0.529s,PASSED
"click(findTestObject(""Object Repository/FAQS/Beranda/a_FAQ""))",Chrome 114.0.0.0,,,2023-07-14 15:09:18,2023-07-14 15:09:20,2.217s,PASSED
"click(findTestObject(""Object Repository/FAQS/Beranda/a_Next""))",Chrome 114.0.0.0,,,2023-07-14 15:09:20,2023-07-14 15:09:24,3.182s,PASSED
"click(findTestObject(""Object Repository/FAQS/Beranda/a_Previous""))",Chrome 114.0.0.0,,,2023-07-14 15:09:24,2023-07-14 15:09:24,0.461s,PASSED
"click(findTestObject(""Object Repository/FAQS/Beranda/button_Unpublish""))",Chrome 114.0.0.0,,,2023-07-14 15:09:24,2023-07-14 15:09:25,0.575s,PASSED
"click(findTestObject(""Object Repository/FAQS/Beranda/button_No""))",Chrome 114.0.0.0,,,2023-07-14 15:09:25,2023-07-14 15:09:25,0.480s,PASSED
