Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Managament,Chrome 114.0.0.0,,,2023-07-10 09:11:25,2023-07-10 09:13:17,1m - 52.244s,PASSED
,,,,,,,
Test Cases/Customer Management/Beranda,Chrome 114.0.0.0,,,2023-07-10 09:11:25,2023-07-10 09:11:43,17.809s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-10 09:11:25,2023-07-10 09:11:29,3.068s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-10 09:11:29,2023-07-10 09:11:29,0.082s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-10 09:11:29,2023-07-10 09:11:30,1.305s,PASSED
"setText(findTestObject(""Object Repository/Customer Managementt/Beranda/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-10 09:11:30,2023-07-10 09:11:32,1.600s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Customer Managementt/Beranda/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-10 09:11:32,2023-07-10 09:11:32,0.546s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/button_Login""))",Chrome 114.0.0.0,,,2023-07-10 09:11:32,2023-07-10 09:11:33,0.594s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/span_Customer Management""))",Chrome 114.0.0.0,,,2023-07-10 09:11:33,2023-07-10 09:11:36,3.051s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Customer Managementt/Beranda/select_Show                                _69175e""), ""10"", true)",Chrome 114.0.0.0,,,2023-07-10 09:11:36,2023-07-10 09:11:38,1.795s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Customer Managementt/Beranda/select_Show                                _69175e""), ""25"", true)",Chrome 114.0.0.0,,,2023-07-10 09:11:38,2023-07-10 09:11:39,1.236s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Customer Managementt/Beranda/select_Show                                _69175e""), ""5"", true)",Chrome 114.0.0.0,,,2023-07-10 09:11:39,2023-07-10 09:11:40,1.214s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_4""))",Chrome 114.0.0.0,,,2023-07-10 09:11:40,2023-07-10 09:11:40,0.461s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_5""))",Chrome 114.0.0.0,,,2023-07-10 09:11:40,2023-07-10 09:11:41,0.579s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_Prev""))",Chrome 114.0.0.0,,,2023-07-10 09:11:41,2023-07-10 09:11:42,0.564s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_Next""))",Chrome 114.0.0.0,,,2023-07-10 09:11:42,2023-07-10 09:11:42,0.561s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-10 09:11:42,2023-07-10 09:11:43,0.766s,PASSED
,,,,,,,
Test Cases/Customer Management/Detail,Chrome 114.0.0.0,,,2023-07-10 09:11:43,2023-07-10 09:12:14,30.790s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-10 09:11:43,2023-07-10 09:11:45,1.628s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-10 09:11:45,2023-07-10 09:11:45,0.017s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-10 09:11:45,2023-07-10 09:11:45,0.594s,PASSED
"setText(findTestObject(""Object Repository/Customer Managementt/Detail/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-10 09:11:45,2023-07-10 09:11:46,0.877s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Customer Managementt/Detail/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-10 09:11:46,2023-07-10 09:11:47,0.425s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/button_Login""))",Chrome 114.0.0.0,,,2023-07-10 09:11:47,2023-07-10 09:11:47,0.530s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/span_Customer Management""))",Chrome 114.0.0.0,,,2023-07-10 09:11:47,2023-07-10 09:11:50,2.365s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Detail""))",Chrome 114.0.0.0,,,2023-07-10 09:11:50,2023-07-10 09:11:51,1.412s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/h3_User Profile""))",Chrome 114.0.0.0,,,2023-07-10 09:11:51,2023-07-10 09:11:52,0.986s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Alamat""))",Chrome 114.0.0.0,,,2023-07-10 09:11:52,2023-07-10 09:11:52,0.351s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Pekerjaan""))",Chrome 114.0.0.0,,,2023-07-10 09:11:52,2023-07-10 09:11:53,0.378s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Kontak""))",Chrome 114.0.0.0,,,2023-07-10 09:11:53,2023-07-10 09:11:53,0.413s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Foto Identitas""))",Chrome 114.0.0.0,,,2023-07-10 09:11:53,2023-07-10 09:11:54,0.458s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Customer Management""))",Chrome 114.0.0.0,,,2023-07-10 09:11:54,2023-07-10 09:11:55,0.932s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_3""))",Chrome 114.0.0.0,,,2023-07-10 09:11:55,2023-07-10 09:11:58,3.264s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Detail_1""))",Chrome 114.0.0.0,,,2023-07-10 09:11:58,2023-07-10 09:11:59,0.875s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Alamat""))",Chrome 114.0.0.0,,,2023-07-10 09:11:59,2023-07-10 09:12:00,0.955s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Pekerjaan""))",Chrome 114.0.0.0,,,2023-07-10 09:12:00,2023-07-10 09:12:00,0.354s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Kontak""))",Chrome 114.0.0.0,,,2023-07-10 09:12:00,2023-07-10 09:12:00,0.354s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Foto Identitas""))",Chrome 114.0.0.0,,,2023-07-10 09:12:00,2023-07-10 09:12:01,0.391s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Customer Management""))",Chrome 114.0.0.0,,,2023-07-10 09:12:01,2023-07-10 09:12:01,0.680s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_5""))",Chrome 114.0.0.0,,,2023-07-10 09:12:01,2023-07-10 09:12:03,1.044s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Detail_1_2""))",Chrome 114.0.0.0,,,2023-07-10 09:12:03,2023-07-10 09:12:03,0.855s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Alamat""))",Chrome 114.0.0.0,,,2023-07-10 09:12:03,2023-07-10 09:12:04,1.025s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Pekerjaan""))",Chrome 114.0.0.0,,,2023-07-10 09:12:04,2023-07-10 09:12:05,0.364s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Kontak""))",Chrome 114.0.0.0,,,2023-07-10 09:12:05,2023-07-10 09:12:05,0.341s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Foto Identitas""))",Chrome 114.0.0.0,,,2023-07-10 09:12:05,2023-07-10 09:12:05,0.341s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Customer Management""))",Chrome 114.0.0.0,,,2023-07-10 09:12:05,2023-07-10 09:12:06,0.644s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_5""))",Chrome 114.0.0.0,,,2023-07-10 09:12:06,2023-07-10 09:12:07,0.948s,PASSED
