Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Master Toko,Chrome 114.0.0.0,,,2023-07-06 14:35:27,2023-07-06 14:41:38,6m - 11.373s,FAILED
,,,,,,,
Test Cases/Master Toko/Beranda,Chrome 114.0.0.0,,,2023-07-06 14:35:27,2023-07-06 14:36:18,50.784s,FAILED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-06 14:35:27,2023-07-06 14:35:29,2.274s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-06 14:35:29,2023-07-06 14:35:30,0.498s,PASSED
"setText(findTestObject(""Object Repository/Master Toko/Beranda/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-06 14:35:30,2023-07-06 14:35:31,0.872s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Master Toko/Beranda/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-06 14:35:31,2023-07-06 14:35:31,0.422s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Beranda/button_Login""))",Chrome 114.0.0.0,,,2023-07-06 14:35:31,2023-07-06 14:35:32,0.518s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Beranda/a_Master""))",Chrome 114.0.0.0,,,2023-07-06 14:35:32,2023-07-06 14:35:33,1.585s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Beranda/a_Toko""))",Chrome 114.0.0.0,,,2023-07-06 14:35:33,2023-07-06 14:35:34,0.687s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Beranda/a_4""))",Chrome 114.0.0.0,,,2023-07-06 14:35:34,2023-07-06 14:35:43,9.519s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Beranda/a_220""))",Chrome 114.0.0.0,,,2023-07-06 14:35:43,2023-07-06 14:35:44,0.598s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Beranda/a_217""))",Chrome 114.0.0.0,,,2023-07-06 14:35:44,2023-07-06 14:35:45,0.517s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Beranda/a_Next""))",Chrome 114.0.0.0,,,2023-07-06 14:35:45,2023-07-06 14:36:18,32.988s,FAILED
,,,,,,,
Test Cases/Master Toko/Success/Add Toko,Chrome 114.0.0.0,,,2023-07-06 14:36:18,2023-07-06 14:37:22,1m - 4.113s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-06 14:36:18,2023-07-06 14:36:20,2.058s,PASSED
maximizeWindow(),Chrome 114.0.0.0,Maximize Window Chrome,,2023-07-06 14:36:20,2023-07-06 14:36:20,0.017s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-06 14:36:20,2023-07-06 14:36:20,0.506s,PASSED
"setText(findTestObject(""Object Repository/Master Toko/Add Toko Success/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-06 14:36:20,2023-07-06 14:36:21,0.922s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Master Toko/Add Toko Success/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-06 14:36:21,2023-07-06 14:36:22,0.388s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Add Toko Success/button_Login""))",Chrome 114.0.0.0,,,2023-07-06 14:36:22,2023-07-06 14:36:22,0.505s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Add Toko Success/a_Master""))",Chrome 114.0.0.0,,,2023-07-06 14:36:22,2023-07-06 14:36:24,1.718s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Add Toko Success/a_Toko""))",Chrome 114.0.0.0,,,2023-07-06 14:36:24,2023-07-06 14:36:25,0.699s,PASSED
