Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Master Toko,Chrome 114.0.0.0,,,2023-07-06 15:37:05,2023-07-06 15:37:31,26.213s,PASSED
,,,,,,,
Test Cases/Master Toko/Success/Searching,Chrome 114.0.0.0,,,2023-07-06 15:37:05,2023-07-06 15:37:31,25.982s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-06 15:37:06,2023-07-06 15:37:08,2.388s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-06 15:37:08,2023-07-06 15:37:08,0.029s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-06 15:37:08,2023-07-06 15:37:09,0.638s,PASSED
"setText(findTestObject(""Object Repository/Master Toko/Searching Success/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-06 15:37:09,2023-07-06 15:37:10,1.221s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Master Toko/Searching Success/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-06 15:37:10,2023-07-06 15:37:11,0.634s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Searching Success/button_Login""))",Chrome 114.0.0.0,,,2023-07-06 15:37:11,2023-07-06 15:37:11,0.521s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Searching Success/a_Master""))",Chrome 114.0.0.0,,,2023-07-06 15:37:11,2023-07-06 15:37:13,2.078s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Searching Success/a_Toko""))",Chrome 114.0.0.0,,,2023-07-06 15:37:13,2023-07-06 15:37:14,0.937s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Master Toko/Searching Success/select_Search by                           _752fd7""), ""store_name"", true)",Chrome 114.0.0.0,,,2023-07-06 15:37:14,2023-07-06 15:37:16,1.709s,PASSED
"setText(findTestObject(""Object Repository/Master Toko/Searching Success/input_New Toko_filterSearch""), ""Furniture"")",Chrome 114.0.0.0,,,2023-07-06 15:37:16,2023-07-06 15:37:17,0.738s,PASSED
"sendKeys(findTestObject(""Object Repository/Master Toko/Searching Success/input_New Toko_filterSearch""), Keys.chord(ENTER))",Chrome 114.0.0.0,,,2023-07-06 15:37:17,2023-07-06 15:37:17,0.415s,PASSED
"setText(findTestObject(""Object Repository/Master Toko/Searching Success/input_New Toko_filterSearch""), ""Electronic"")",Chrome 114.0.0.0,,,2023-07-06 15:37:17,2023-07-06 15:37:19,1.584s,PASSED
"sendKeys(findTestObject(""Object Repository/Master Toko/Searching Success/input_New Toko_filterSearch""), Keys.chord(ENTER))",Chrome 114.0.0.0,,,2023-07-06 15:37:19,2023-07-06 15:37:19,0.348s,PASSED
refresh(),Chrome 114.0.0.0,,,2023-07-06 15:37:19,2023-07-06 15:37:19,0.327s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Master Toko/Searching Success/select_Search by                           _752fd7""), ""dealer_code"", true)",Chrome 114.0.0.0,,,2023-07-06 15:37:19,2023-07-06 15:37:21,1.701s,PASSED
"setText(findTestObject(""Object Repository/Master Toko/Searching Success/input_New Toko_filterSearch""), ""ERF"")",Chrome 114.0.0.0,,,2023-07-06 15:37:21,2023-07-06 15:37:22,0.691s,PASSED
"sendKeys(findTestObject(""Object Repository/Master Toko/Searching Success/input_New Toko_filterSearch""), Keys.chord(ENTER))",Chrome 114.0.0.0,,,2023-07-06 15:37:22,2023-07-06 15:37:22,0.376s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Searching Success/a_4""))",Chrome 114.0.0.0,,,2023-07-06 15:37:22,2023-07-06 15:37:23,0.726s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Searching Success/a_Next""))",Chrome 114.0.0.0,,,2023-07-06 15:37:23,2023-07-06 15:37:23,0.532s,PASSED
"click(findTestObject(""Object Repository/Master Toko/Searching Success/a_Previous""))",Chrome 114.0.0.0,,,2023-07-06 15:37:23,2023-07-06 15:37:24,0.541s,PASSED
