Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Managament,Chrome 114.0.0.0,,,2023-07-05 10:17:05,2023-07-05 10:19:11,2m - 5.858s,PASSED
,,,,,,,
Test Cases/Customer Management/Beranda,Chrome 114.0.0.0,,,2023-07-05 10:17:06,2023-07-05 10:17:39,33.352s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-05 10:17:06,2023-07-05 10:17:08,2.249s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-05 10:17:08,2023-07-05 10:17:08,0.088s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-05 10:17:08,2023-07-05 10:17:09,0.830s,PASSED
"setText(findTestObject(""Object Repository/Customer Managementt/Beranda/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-05 10:17:09,2023-07-05 10:17:10,0.882s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Customer Managementt/Beranda/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-05 10:17:10,2023-07-05 10:17:10,0.406s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/button_Login""))",Chrome 114.0.0.0,,,2023-07-05 10:17:10,2023-07-05 10:17:11,0.496s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/span_Customer Management""))",Chrome 114.0.0.0,,,2023-07-05 10:17:11,2023-07-05 10:17:13,1.906s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Customer Managementt/Beranda/select_Show                                _69175e""), ""10"", true)",Chrome 114.0.0.0,,,2023-07-05 10:17:13,2023-07-05 10:17:14,1.790s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Customer Managementt/Beranda/select_Show                                _69175e""), ""25"", true)",Chrome 114.0.0.0,,,2023-07-05 10:17:14,2023-07-05 10:17:16,1.223s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Customer Managementt/Beranda/select_Show                                _69175e""), ""5"", true)",Chrome 114.0.0.0,,,2023-07-05 10:17:16,2023-07-05 10:17:17,1.346s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_4""))",Chrome 114.0.0.0,,,2023-07-05 10:17:17,2023-07-05 10:17:36,19.404s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_5""))",Chrome 114.0.0.0,,,2023-07-05 10:17:36,2023-07-05 10:17:37,0.568s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_Prev""))",Chrome 114.0.0.0,,,2023-07-05 10:17:37,2023-07-05 10:17:38,0.607s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_Next""))",Chrome 114.0.0.0,,,2023-07-05 10:17:38,2023-07-05 10:17:38,0.557s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-05 10:17:38,2023-07-05 10:17:39,0.707s,PASSED
,,,,,,,
Test Cases/Customer Management/Detail,Chrome 114.0.0.0,,,2023-07-05 10:17:39,2023-07-05 10:18:07,28.362s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-05 10:17:39,2023-07-05 10:17:41,1.615s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-05 10:17:41,2023-07-05 10:17:41,0.018s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-05 10:17:41,2023-07-05 10:17:41,0.657s,PASSED
"setText(findTestObject(""Object Repository/Customer Managementt/Detail/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-05 10:17:41,2023-07-05 10:17:42,0.884s,PASSED
