Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Master Merchants,Chrome 114.0.0.0,,,2023-07-11 10:21:17,2023-07-11 10:22:04,46.326s,PASSED
,,,,,,,
Test Cases/Master Merchants/Beranda,Chrome 114.0.0.0,,,2023-07-11 10:21:18,2023-07-11 10:21:40,22.308s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-11 10:21:18,2023-07-11 10:21:21,3.286s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-11 10:21:21,2023-07-11 10:21:22,0.038s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-11 10:21:22,2023-07-11 10:21:22,0.778s,PASSED
"setText(findTestObject(""Object Repository/Master Merchants/Beranda/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-11 10:21:22,2023-07-11 10:21:23,1.006s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Master Merchants/Beranda/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-11 10:21:23,2023-07-11 10:21:24,0.494s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/button_Login""))",Chrome 114.0.0.0,,,2023-07-11 10:21:24,2023-07-11 10:21:24,0.497s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_Master""))",Chrome 114.0.0.0,,,2023-07-11 10:21:24,2023-07-11 10:21:26,1.943s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_Merchants""))",Chrome 114.0.0.0,,,2023-07-11 10:21:26,2023-07-11 10:21:27,0.847s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_2""))",Chrome 114.0.0.0,,,2023-07-11 10:21:27,2023-07-11 10:21:30,3.242s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_Previous""))",Chrome 114.0.0.0,,,2023-07-11 10:21:30,2023-07-11 10:21:31,0.476s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_Next""))",Chrome 114.0.0.0,,,2023-07-11 10:21:31,2023-07-11 10:21:33,2.527s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/button_Hapus""))",Chrome 114.0.0.0,,,2023-07-11 10:21:33,2023-07-11 10:21:34,0.485s,PASSED
