Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Master Merchants,Chrome 114.0.0.0,,,2023-07-10 09:13:35,2023-07-10 09:14:14,38.923s,FAILED
,,,,,,,
Test Cases/Master Merchants/Beranda,Chrome 114.0.0.0,,,2023-07-10 09:13:35,2023-07-10 09:13:55,19.885s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-10 09:13:36,2023-07-10 09:13:38,2.764s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-10 09:13:38,2023-07-10 09:13:39,0.043s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-10 09:13:39,2023-07-10 09:13:39,0.599s,PASSED
"setText(findTestObject(""Object Repository/Master Merchants/Beranda/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-10 09:13:39,2023-07-10 09:13:41,1.369s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Master Merchants/Beranda/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-10 09:13:41,2023-07-10 09:13:41,0.465s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/button_Login""))",Chrome 114.0.0.0,,,2023-07-10 09:13:41,2023-07-10 09:13:42,0.546s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_Master""))",Chrome 114.0.0.0,,,2023-07-10 09:13:42,2023-07-10 09:13:43,1.752s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_Merchants""))",Chrome 114.0.0.0,,,2023-07-10 09:13:43,2023-07-10 09:13:44,0.751s,PASSED
"click(findTestObject(""Object Repository/Master Merchants/Beranda/a_2""))",Chrome 114.0.0.0,,,2023-07-10 09:13:44,2023-07-10 09:13:47,3.209s,PASSED
