Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Customer Managament,Chrome 114.0.0.0,,,2023-07-11 09:56:21,2023-07-11 09:58:26,2m - 4.764s,PASSED
,,,,,,,
Test Cases/Customer Management/Beranda,Chrome 114.0.0.0,,,2023-07-11 09:56:22,2023-07-11 09:56:39,17.760s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-11 09:56:22,2023-07-11 09:56:26,3.499s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-11 09:56:26,2023-07-11 09:56:26,0.052s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-11 09:56:26,2023-07-11 09:56:27,1.006s,PASSED
"setText(findTestObject(""Object Repository/Customer Managementt/Beranda/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-11 09:56:27,2023-07-11 09:56:28,1.354s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Customer Managementt/Beranda/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-11 09:56:28,2023-07-11 09:56:29,0.583s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/button_Login""))",Chrome 114.0.0.0,,,2023-07-11 09:56:29,2023-07-11 09:56:29,0.610s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/span_Customer Management""))",Chrome 114.0.0.0,,,2023-07-11 09:56:29,2023-07-11 09:56:32,2.659s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Customer Managementt/Beranda/select_Show                                _69175e""), ""10"", true)",Chrome 114.0.0.0,,,2023-07-11 09:56:32,2023-07-11 09:56:34,1.761s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Customer Managementt/Beranda/select_Show                                _69175e""), ""25"", true)",Chrome 114.0.0.0,,,2023-07-11 09:56:34,2023-07-11 09:56:35,1.239s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Customer Managementt/Beranda/select_Show                                _69175e""), ""5"", true)",Chrome 114.0.0.0,,,2023-07-11 09:56:35,2023-07-11 09:56:36,1.263s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_4""))",Chrome 114.0.0.0,,,2023-07-11 09:56:36,2023-07-11 09:56:37,0.547s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_5""))",Chrome 114.0.0.0,,,2023-07-11 09:56:37,2023-07-11 09:56:37,0.640s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_Prev""))",Chrome 114.0.0.0,,,2023-07-11 09:56:37,2023-07-11 09:56:38,0.629s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Beranda/a_Next""))",Chrome 114.0.0.0,,,2023-07-11 09:56:38,2023-07-11 09:56:39,0.620s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-07-11 09:56:39,2023-07-11 09:56:39,0.721s,PASSED
,,,,,,,
Test Cases/Customer Management/Detail,Chrome 114.0.0.0,,,2023-07-11 09:56:39,2023-07-11 09:57:17,37.445s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-11 09:56:40,2023-07-11 09:56:41,1.687s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-11 09:56:41,2023-07-11 09:56:41,0.013s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-11 09:56:41,2023-07-11 09:56:42,0.653s,PASSED
"setText(findTestObject(""Object Repository/Customer Managementt/Detail/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-11 09:56:42,2023-07-11 09:56:43,0.946s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Customer Managementt/Detail/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-11 09:56:43,2023-07-11 09:56:44,0.446s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/button_Login""))",Chrome 114.0.0.0,,,2023-07-11 09:56:44,2023-07-11 09:56:44,0.525s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/span_Customer Management""))",Chrome 114.0.0.0,,,2023-07-11 09:56:44,2023-07-11 09:56:46,2.409s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Detail""))",Chrome 114.0.0.0,,,2023-07-11 09:56:46,2023-07-11 09:56:48,1.380s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/h3_User Profile""))",Chrome 114.0.0.0,,,2023-07-11 09:56:48,2023-07-11 09:56:49,0.981s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Alamat""))",Chrome 114.0.0.0,,,2023-07-11 09:56:49,2023-07-11 09:56:49,0.373s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Pekerjaan""))",Chrome 114.0.0.0,,,2023-07-11 09:56:49,2023-07-11 09:56:50,0.399s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Kontak""))",Chrome 114.0.0.0,,,2023-07-11 09:56:50,2023-07-11 09:56:50,0.432s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Foto Identitas""))",Chrome 114.0.0.0,,,2023-07-11 09:56:50,2023-07-11 09:56:50,0.443s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Customer Management""))",Chrome 114.0.0.0,,,2023-07-11 09:56:50,2023-07-11 09:56:51,0.872s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_3""))",Chrome 114.0.0.0,,,2023-07-11 09:56:51,2023-07-11 09:56:59,8.118s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Detail_1""))",Chrome 114.0.0.0,,,2023-07-11 09:56:59,2023-07-11 09:57:01,1.292s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Alamat""))",Chrome 114.0.0.0,,,2023-07-11 09:57:01,2023-07-11 09:57:02,0.975s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Pekerjaan""))",Chrome 114.0.0.0,,,2023-07-11 09:57:02,2023-07-11 09:57:02,0.448s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Kontak""))",Chrome 114.0.0.0,,,2023-07-11 09:57:02,2023-07-11 09:57:03,0.532s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Foto Identitas""))",Chrome 114.0.0.0,,,2023-07-11 09:57:03,2023-07-11 09:57:03,0.475s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Customer Management""))",Chrome 114.0.0.0,,,2023-07-11 09:57:03,2023-07-11 09:57:04,0.987s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_5""))",Chrome 114.0.0.0,,,2023-07-11 09:57:04,2023-07-11 09:57:05,0.997s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Detail_1_2""))",Chrome 114.0.0.0,,,2023-07-11 09:57:05,2023-07-11 09:57:06,0.941s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Alamat""))",Chrome 114.0.0.0,,,2023-07-11 09:57:06,2023-07-11 09:57:07,1.063s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Pekerjaan""))",Chrome 114.0.0.0,,,2023-07-11 09:57:07,2023-07-11 09:57:08,0.370s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Informasi Kontak""))",Chrome 114.0.0.0,,,2023-07-11 09:57:08,2023-07-11 09:57:08,0.369s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Foto Identitas""))",Chrome 114.0.0.0,,,2023-07-11 09:57:08,2023-07-11 09:57:08,0.377s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_Customer Management""))",Chrome 114.0.0.0,,,2023-07-11 09:57:08,2023-07-11 09:57:09,0.703s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_5""))",Chrome 114.0.0.0,,,2023-07-11 09:57:09,2023-07-11 09:57:10,1.050s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_7""))",Chrome 114.0.0.0,,,2023-07-11 09:57:10,2023-07-11 09:57:11,0.580s,PASSED
"click(findTestObject(""Object Repository/Customer Managementt/Detail/a_9""))",Chrome 114.0.0.0,,,2023-07-11 09:57:11,2023-07-11 09:57:11,0.604s,PASSED
