Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Master Kategori Toko,Chrome 114.0.0.0,,,2023-07-10 14:41:45,2023-07-10 14:44:50,3m - 4.216s,FAILED
,,,,,,,
Test Cases/Master Kategori Toko/Beranda,Chrome 114.0.0.0,,,2023-07-10 14:41:46,2023-07-10 14:42:31,45.044s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-10 14:41:46,2023-07-10 14:41:50,3.852s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-10 14:41:50,2023-07-10 14:41:50,0.048s,PASSED
"navigateToUrl(""https://uat-dashboard.blicicil.com/auth/login"")",Chrome 114.0.0.0,,,2023-07-10 14:41:50,2023-07-10 14:41:52,1.773s,PASSED
"setText(findTestObject(""Object Repository/Master Kategori Toko/Beranda/input_Email_email""), ""eva.mayadila@megafinance.co.id"")",Chrome 114.0.0.0,,,2023-07-10 14:41:52,2023-07-10 14:41:53,1.190s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Master Kategori Toko/Beranda/input_Password_password""), ""aeHFOx8jV/A="")",Chrome 114.0.0.0,,,2023-07-10 14:41:53,2023-07-10 14:41:54,0.557s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/button_Login""))",Chrome 114.0.0.0,,,2023-07-10 14:41:54,2023-07-10 14:41:54,0.586s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_Master""))",Chrome 114.0.0.0,,,2023-07-10 14:41:54,2023-07-10 14:41:56,1.872s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_Kategori Toko""))",Chrome 114.0.0.0,,,2023-07-10 14:41:56,2023-07-10 14:41:57,0.856s,PASSED
"getText(findTestObject(""Object Repository/Master Kategori Toko/Beranda/div_List Kategori Toko BliCicil Admin as   _2278a0""))",Chrome 114.0.0.0,,,2023-07-10 14:41:57,2023-07-10 14:41:58,0.931s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_2""))",Chrome 114.0.0.0,,,2023-07-10 14:41:58,2023-07-10 14:42:26,27.597s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_Previous""))",Chrome 114.0.0.0,,,2023-07-10 14:42:26,2023-07-10 14:42:26,0.476s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_Next""))",Chrome 114.0.0.0,,,2023-07-10 14:42:26,2023-07-10 14:42:27,0.564s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/a_1""))",Chrome 114.0.0.0,,,2023-07-10 14:42:27,2023-07-10 14:42:27,0.468s,PASSED
"click(findTestObject(""Object Repository/Master Kategori Toko/Beranda/button_Hapus""))",Chrome 114.0.0.0,,,2023-07-10 14:42:27,2023-07-10 14:42:28,0.581s,PASSED
"getText(findTestObject(""Object Repository/Master Kategori Toko/Beranda/div_Are you sure want to delete Panasonic R_24412a""))",Chrome 114.0.0.0,,,2023-07-10 14:42:28,2023-07-10 14:42:28,0.444s,PASSED
"click(findTestObject(""Master Kategori Toko/Beranda/button_No""))",Chrome 114.0.0.0,,,2023-07-10 14:42:28,2023-07-10 14:42:29,0.360s,PASSED
